course_id,canonical_course_id,title,platform,category,level,skills,course_text
954,906,Emerging Technology Trends and their Implications for Audit,Udemy,Finance & Accounting,Not specified,Other Finance & Accounting Internal Auditing,Title: Emerging Technology Trends and their Implications for Audit | Platform: Udemy | Category: Finance & Accounting | Level: Not specified | Instructor: Sean Titley | Learning Product: Course | Skills: Other Finance & Accounting Internal Auditing
955,907,Mobile App Marketing 2021: App Store Optimization ( ASO ),Udemy,Marketing,Not specified,Video & Mobile Marketing App Marketing,Title: Mobile App Marketing 2021: App Store Optimization ( ASO ) | Platform: Udemy | Category: Marketing | Level: Not specified | Instructor: Oak Academy | Learning Product: Course | Skills: Video & Mobile Marketing App Marketing
956,908,AWS Certified Solutions Architect Associate Course,Udemy,Information Technology,Intermediate,"AWS, Cloud Architecture, Cloud Computing","Title: AWS Certified Solutions Architect Associate Course | Platform: Udemy | Category: Information Technology | Level: Intermediate | Instructor: BackSpace Academy, Paul Coady | Learning Product: Course | Skills: AWS, Cloud Architecture, Cloud Computing"
957,909,ReBoot - 21 Spiritual Hypnosis Meditations (Guided),Udemy,Personal Development,Not specified,Personal Transformation Meditation,Title: ReBoot - 21 Spiritual Hypnosis Meditations (Guided) | Platform: Udemy | Category: Personal Development | Level: Not specified | Instructor: Harrish Sairaman | Learning Product: Course | Skills: Personal Transformation Meditation
958,910,LinkedIn for B2B Sales and Leads,Udemy,Business,Not specified,Sales LinkedIn,Title: LinkedIn for B2B Sales and Leads | Platform: Udemy | Category: Business | Level: Not specified | Instructor: Richard Morgan | Learning Product: Course | Skills: Sales LinkedIn
959,911,SAP BW 7.4 S4HANA | ECC Extraction | SAP Business Warehouse,Udemy,Office Productivity,Not specified,SAP SAP Certified Application Associate - SAP BW/4HANA,Title: SAP BW 7.4 S4HANA | ECC Extraction | SAP Business Warehouse | Platform: Udemy | Category: Office Productivity | Level: Not specified | Instructor: Rohit Redhu | Learning Product: Course | Skills: SAP SAP Certified Application Associate - SAP BW/4HANA
960,912,Buddhism: Ancient Strategies for Modern Life,Udemy,Personal Development,Not specified,Religion & Spirituality Buddhism,Title: Buddhism: Ancient Strategies for Modern Life | Platform: Udemy | Category: Personal Development | Level: Not specified | Instructor: Greg Vanderford | Learning Product: Course | Skills: Religion & Spirituality Buddhism
961,913,Canadian Securities Course (CSC) PART 1 FULL Crash Course,Udemy,Finance & Accounting,Not specified,Finance Cert & Exam Prep Canadian Securities Course (CSC),Title: Canadian Securities Course (CSC) PART 1 FULL Crash Course | Platform: Udemy | Category: Finance & Accounting | Level: Not specified | Instructor: Adam Aizad Ahmad | Learning Product: Course | Skills: Finance Cert & Exam Prep Canadian Securities Course (CSC)
962,914,Personal Branding – Easy & Powerful Hacks to Brand Yourself,Udemy,Personal Development,Not specified,Personal Brand Building Personal Branding,Title: Personal Branding – Easy & Powerful Hacks to Brand Yourself | Platform: Udemy | Category: Personal Development | Level: Not specified | Instructor: Tivian Academy | Learning Product: Course | Skills: Personal Brand Building Personal Branding
963,915,Hydrocarbon Energy Sources and their CO2 and Climate Impact,Udemy,Design,Not specified,Other Design Climate Change,Title: Hydrocarbon Energy Sources and their CO2 and Climate Impact | Platform: Udemy | Category: Design | Level: Not specified | Instructor: Kuldeep Varma | Learning Product: Course | Skills: Other Design Climate Change
964,916,Explaining the Core Theories of Econometrics,Udemy,Teaching & Academics,Not specified,Social Science Econometrics,Title: Explaining the Core Theories of Econometrics | Platform: Udemy | Category: Teaching & Academics | Level: Not specified | Instructor: nkaizu lectures | Learning Product: Course | Skills: Social Science Econometrics
965,917,The Interplay of Elements,Udemy,Health & Fitness,Not specified,Other Health & Fitness Energy Psychology (EP),Title: The Interplay of Elements | Platform: Udemy | Category: Health & Fitness | Level: Not specified | Instructor: Tatiana Stantcheva | Learning Product: Course | Skills: Other Health & Fitness Energy Psychology (EP)
966,918,Raw Feeding Diploma & How To Make Home Made Treats,Udemy,Lifestyle,Not specified,Pet Care & Training Pet Care,Title: Raw Feeding Diploma & How To Make Home Made Treats | Platform: Udemy | Category: Lifestyle | Level: Not specified | Instructor: Nicole Agius | Learning Product: Course | Skills: Pet Care & Training Pet Care
967,919,Wix for Absolute Beginners,Udemy,Development,Not specified,No-Code Development Wix,Title: Wix for Absolute Beginners | Platform: Udemy | Category: Development | Level: Not specified | Instructor: Filip Delac | Learning Product: Course | Skills: No-Code Development Wix
968,920,Dynamic Meditation,Udemy,Health & Fitness,Not specified,Meditation Unknown,"Title: Dynamic Meditation | Platform: Udemy | Category: Health & Fitness | Level: Not specified | Instructor: Tyron Bowes, B.Msc. | Learning Product: Course | Skills: Meditation Unknown"
969,921,Learning a foreign language: Tips and Tricks,Udemy,Personal Development,Not specified,Memory & Study Skills Learning a Foreign Language,Title: Learning a foreign language: Tips and Tricks | Platform: Udemy | Category: Personal Development | Level: Not specified | Instructor: Laura Mois | Learning Product: Course | Skills: Memory & Study Skills Learning a Foreign Language
970,922,Digital number systems: 1's and 0's on computers,Udemy,IT & Software,Not specified,Hardware Computer Skills,Title: Digital number systems: 1's and 0's on computers | Platform: Udemy | Category: IT & Software | Level: Not specified | Instructor: Susana Ezquerra Díaz | Learning Product: Course | Skills: Hardware Computer Skills
971,923,Embodied Law Of Attraction,Udemy,Lifestyle,Not specified,Esoteric Practices Law of Attraction,Title: Embodied Law Of Attraction | Platform: Udemy | Category: Lifestyle | Level: Not specified | Instructor: Shannon White | Learning Product: Course | Skills: Esoteric Practices Law of Attraction
972,924,Intro to Interior Design Course,Udemy,Design,Not specified,Interior Design Unknown,Title: Intro to Interior Design Course | Platform: Udemy | Category: Design | Level: Not specified | Instructor: Mohammad Ala Tahhan | Learning Product: Course | Skills: Interior Design Unknown
973,925,The Complete Prospecting Master Course for Sales,Udemy,Business,Not specified,Sales Lead Generation,Title: The Complete Prospecting Master Course for Sales | Platform: Udemy | Category: Business | Level: Not specified | Instructor: Stevenson Brooks | Learning Product: Course | Skills: Sales Lead Generation
974,926,Beginner's Jumpstart Guide to Afinity Publisher,Udemy,Design,Not specified,Design Tools Affinity Publisher,Title: Beginner's Jumpstart Guide to Afinity Publisher | Platform: Udemy | Category: Design | Level: Not specified | Instructor: Dawid Tuminski | Learning Product: Course | Skills: Design Tools Affinity Publisher
975,927,Surviving the Next Snowpocalypse,Udemy,Lifestyle,Not specified,Home Improvement Survival Skills,Title: Surviving the Next Snowpocalypse | Platform: Udemy | Category: Lifestyle | Level: Not specified | Instructor: Chris B Behrens | Learning Product: Course | Skills: Home Improvement Survival Skills
976,928,The 1x Behavior Analyst (1.5 Ethics CEUs),Udemy,Teaching & Academics,Not specified,Social Science Ethics,Title: The 1x Behavior Analyst (1.5 Ethics CEUs) | Platform: Udemy | Category: Teaching & Academics | Level: Not specified | Instructor: Blake Crosby | Learning Product: Course | Skills: Social Science Ethics
977,929,Tally ERP 9 + TallyPrime Training,Udemy,IT & Software,Not specified,Other IT & Software Tally.ERP,Title: Tally ERP 9 + TallyPrime Training | Platform: Udemy | Category: IT & Software | Level: Not specified | Instructor: Himanshu Dhar | Learning Product: Course | Skills: Other IT & Software Tally.ERP
978,930,Conscious Childhood Trauma Healing,Udemy,Personal Development,Not specified,Happiness Childhood Trauma Healing,Title: Conscious Childhood Trauma Healing | Platform: Udemy | Category: Personal Development | Level: Not specified | Instructor: Eric Yeboah | Learning Product: Course | Skills: Happiness Childhood Trauma Healing
979,931,Advanced Stock Trading Strategies ( Master class training),Udemy,Finance & Accounting,Not specified,Investing & Trading Stock Trading,"Title: Advanced Stock Trading Strategies ( Master class training) | Platform: Udemy | Category: Finance & Accounting | Level: Not specified | Instructor: Satyendra Singh (NCFM and NSIM Certified) Technical, Fundamental, options , Portfolio & Research analyst | Learning Product: Course | Skills: Investing & Trading Stock Trading"
980,932,Complete Course on Goods and Service Tax in India,Udemy,Finance & Accounting,Not specified,Finance Cert & Exam Prep Tax Preparation,Title: Complete Course on Goods and Service Tax in India | Platform: Udemy | Category: Finance & Accounting | Level: Not specified | Instructor: LetsTute Make it Easy | Learning Product: Course | Skills: Finance Cert & Exam Prep Tax Preparation
981,933,DP-900 Azure Data Fundamentals 100% Original Practice Exam,Udemy,Development,Not specified,Database Design & Development Microsoft Certification,Title: DP-900 Azure Data Fundamentals 100% Original Practice Exam | Platform: Udemy | Category: Development | Level: Not specified | Instructor: Scott Duffy • 550.000+ Students | Learning Product: Course | Skills: Database Design & Development Microsoft Certification
982,934,Introduction to AWS Glue for Developers,Udemy,Development,Not specified,Software Engineering AWS Glue,Title: Introduction to AWS Glue for Developers | Platform: Udemy | Category: Development | Level: Not specified | Instructor: Vaga Notes | Learning Product: Course | Skills: Software Engineering AWS Glue
983,935,Canon EOS 700D / REBEL T5i Camera User Guide,Udemy,Photography & Video,Not specified,Digital Photography Cameras,Title: Canon EOS 700D / REBEL T5i Camera User Guide | Platform: Udemy | Category: Photography & Video | Level: Not specified | Instructor: Adrian Salisbury | Learning Product: Course | Skills: Digital Photography Cameras
984,936,Apache Superset for Data Engineers (Hands On),Udemy,Business,Not specified,Business Analytics & Intelligence Business Intelligence,Title: Apache Superset for Data Engineers (Hands On) | Platform: Udemy | Category: Business | Level: Not specified | Instructor: Bigdata Engineer | Learning Product: Course | Skills: Business Analytics & Intelligence Business Intelligence
985,937,App Development MADE EASY : A Glide Apps Course in Glideapps,Udemy,Development,Not specified,No-Code Development App Development,Title: App Development MADE EASY : A Glide Apps Course in Glideapps | Platform: Udemy | Category: Development | Level: Not specified | Instructor: Akanbi Adedamola | Learning Product: Course | Skills: No-Code Development App Development
986,938,Guide to Understand Generics with Examples in Tamil,Udemy,Development,Not specified,Programming Languages Java,Title: Guide to Understand Generics with Examples in Tamil | Platform: Udemy | Category: Development | Level: Not specified | Instructor: Arun Ammasai | Learning Product: Course | Skills: Programming Languages Java
987,939,Indian Polity & Governance,Udemy,Teaching & Academics,Not specified,Humanities Political Science,Title: Indian Polity & Governance | Platform: Udemy | Category: Teaching & Academics | Level: Not specified | Instructor: The Saviour Academy | Learning Product: Course | Skills: Humanities Political Science
988,940,User Experience Design - How to design website and full APP,Udemy,Design,Not specified,User Experience Design Unknown,Title: User Experience Design - How to design website and full APP | Platform: Udemy | Category: Design | Level: Not specified | Instructor: Zakaria Zaki | Learning Product: Course | Skills: User Experience Design Unknown
