Subject,Title,Institution,Learning Product,Level,Duration,Gained Skills,Rate,Reviews,Data_Source
Data Science,"Applied Plotting, Charting & Data Representation in Python",University of Michigan,Course,Intermediate,1 - 4 Weeks,"Matplotlib, Plot (Graphics), Data Visualization Software, Interactive Data Visualization, Scientific Visualization, Visualization (Computer Graphics), Statistical Visualization, Graphing, Scatter Plots, Data Manipulation, Histogram, NumPy, Pandas (Python Package)",4.9,298,Curated
Business,Applying Data Analytics in Finance,University of Illinois Urbana-Champaign,Course,Intermediate,1 - 3 Months,"Competitive Analysis, Value Propositions, Target Market, Product Improvement, Product Management, User Experience, Product Development, Product Strategy, New Product Development, Agile Product Development, Market Analysis, User Feedback, Product Testing, Customer Insights, Needs Assessment",4.7,960,Curated
Business,Organizational Leadership,Northwestern University,Specialization,Intermediate,3 - 6 Months,"Influencing, Persuasive Communication, Design Thinking, Data-Driven Decision-Making, Leadership, Strategic Communication, Innovation, Collaboration, Business Leadership, Crisis Management, Negotiation, Organizational Leadership, Ideation, Team Leadership, Resource Allocation, Human Centered Design, Strategic Leadership, Corporate Communications, Marketing Analytics, Data Science",4.9,10000,Curated
Information Technology,Data Analysis with Tableau,Tableau Learning Partner,Course,Beginner,1 - 4 Weeks,"Exploratory Data Analysis, Tableau Software, Statistical Visualization, Data Analysis, Descriptive Statistics, Predictive Analytics, Data Processing, Box Plots, Statistical Analysis, Data Cleansing, Scatter Plots, Data Visualization Software, Trend Analysis, Analytics, Histogram, Data Transformation, Business Analytics, Data Manipulation, Regression Analysis, Correlation Analysis",3.7,48,Curated
Computer Science,Python Data Structures,University of Michigan,Course,Beginner,1 - 3 Months,"Data Structures, Python Programming, Data Manipulation, Development Environment, File Management, Data Analysis, Computer Programming, Software Installation",4.9,96000,Curated
Data Science,Mastering Software Development in R,Johns Hopkins University,Specialization,Beginner,3 - 6 Months,"Ggplot2, Software Documentation, Open Source Technology, Tidyverse (R Package), Package and Software Management, Web Scraping, Data Manipulation, Data Visualization Software, Leaflet (Software), R Programming, Data Visualization, Datamaps, Data Cleansing, Interactive Data Visualization, Scatter Plots, Object Oriented Programming (OOP), GitHub, Version Control, Debugging, Functional Design",4.4,158,Curated
Business,Data Analysis and Presentation Skills: the PwC Approach,PwC,Specialization,Beginner,3 - 6 Months,"Analytics, Business Analytics, Data Analysis, Microsoft PowerPoint, Data Presentation, Presentations, Excel Formulas, Data-Driven Decision-Making, Dashboard, Data Storytelling, Business Intelligence, Microsoft Excel, Customer Analysis, Data Visualization, Data Visualization Software, Big Data, Target Market, Data Cleansing, Public Speaking, Spreadsheet Software",4.7,20000,Curated
Business,Why Smart Executives Fail: Common Mistakes & Warning Signs,Dartmouth College,Course,Beginner,1 - 4 Weeks,"Labor Law, Workers Compensation, Labor Relations, Labor Compliance, Employee Retirement Income Security Act, Benefits Administration, Regulation and Legal Compliance",4.9,835,Curated
Data Science,Advanced Machine Learning Algorithms,Fractal Analytics,Course,Beginner,1 - 3 Months,"Feature Engineering, Machine Learning Algorithms, Random Forest Algorithm, Algorithms, Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning, Machine Learning, Classification And Regression Tree (CART), Supervised Learning, Predictive Modeling, Decision Tree Learning, Performance Tuning, Regression Analysis",4.8,10,Curated
Data Science,Accounting Data Analytics,University of Illinois Urbana-Champaign,Specialization,Intermediate,3 - 6 Months,"Machine Learning Algorithms, Jupyter, Tableau Software, Matplotlib, Data Visualization Software, Unsupervised Learning, Data Visualization, Pandas (Python Package), Scikit Learn (Machine Learning Library), Data Manipulation, Machine Learning, Excel Macros, Text Mining, Applied Machine Learning, Time Series Analysis and Forecasting, Data Processing, Statistical Visualization, Analytics, Accounting and Finance Software, Analytical Skills",4.9,13,Curated
Information Technology,Google Advanced Data Analytics Capstone,Google,Course,Advanced,1 - 4 Weeks,"Regression Analysis, Data Visualization, Statistical Analysis, Advanced Analytics, Data Analysis, Business Analytics, Data Science, Data-Driven Decision-Making, Predictive Modeling, Machine Learning, Interviewing Skills, Portfolio Management",4.8,1100,Curated
Data Science,Probability and Statistics: To p or not to p?,University of London,Course,Beginner,1 - 3 Months,"Descriptive Statistics, Probability & Statistics, Statistical Methods, Statistical Hypothesis Testing, Data-Driven Decision-Making, Statistical Modeling, Data Analysis, Probability, Statistical Visualization, Probability Distribution, Statistical Analysis, Data Presentation, Sampling (Statistics), Statistical Inference, Mathematical Modeling, Decision Tree Learning, Applied Mathematics",4.4,2800,Curated
Data Science,Clinical Data Models and Data Quality Assessments,University of Colorado System,Course,Intermediate,1 - 3 Months,"Extract, Transform, Load, Data Modeling, Clinical Data Management, Database Design, Data Warehousing, Data Quality, Data Transformation, Data Integration, Relational Databases, SQL",4.4,16,Curated
Business,Plan a Successful Freelancing Business,California Institute of the Arts,Course,Beginner,1 - 3 Months,"Competitive Analysis, Business Planning, Business Strategy, Market Analysis, Market Opportunities, Value Propositions, Peer Review, Entrepreneurship, Business Research, Personal Integrity, Service Design, Goal Setting",4.7,227,Curated
Business,Compensation and Benefits,HRCI,Course,Beginner,1 - 4 Weeks,"Compensation and Benefits, Compensation Management, Job Evaluation, Compensation Strategy, Payroll, Payroll Processing, Benefits Administration, Human Resources, Human Resources Information System (HRIS), Employee Retention, Record Keeping",4.8,668,Curated
Business,Leadership in 21st Century Organizations,Copenhagen Business School,Course,Mixed,3 - 6 Months,"Culture Transformation, Talent Management, Crisis Management, Innovation, Business Leadership, Leadership, Strategic Leadership, Organizational Change, Organizational Strategy, Ethical Standards And Conduct, Communication, Governance, Change Management, Decision Making",4.6,5500,Curated
Business,Meta Social Media Marketing,Meta,Professional Certificate,Beginner,3 - 6 Months,"Social Media Content, Social Media Marketing, Social Media Management, Social Media, Marketing Analytics, Target Audience, Social Media Strategy, Instagram, Content Creation, Campaign Management, Marketing Effectiveness, Marketing, Performance Analysis, Key Performance Indicators (KPIs), Goal Setting, Advertising, Facebook, Performance Metric, Advertising Campaigns, Presentations",4.6,14000,Curated
Information Technology,Probability and Statistics: To p or not to p?,University of London,Course,Beginner,1 - 3 Months,"Descriptive Statistics, Probability & Statistics, Statistical Methods, Statistical Hypothesis Testing, Data-Driven Decision-Making, Statistical Modeling, Data Analysis, Probability, Statistical Visualization, Probability Distribution, Statistical Analysis, Data Presentation, Sampling (Statistics), Statistical Inference, Mathematical Modeling, Decision Tree Learning, Applied Mathematics",4.4,2800,Curated
Data Science,Responsible AI - Principles and Ethical Considerations,Fractal Analytics,Course,Intermediate,1 - 3 Months,"Data Ethics, Artificial Intelligence, Ethical Standards And Conduct, Information Privacy, Personally Identifiable Information, Data Governance, Data Security, Governance, Data Integrity, Data-Driven Decision-Making, Accountability, Diversity Awareness, Machine Learning, Data Analysis, Algorithms",5.0,30,Curated
Data Science,Introduction to Predictive Modeling,University of Minnesota,Course,Mixed,1 - 4 Weeks,"Time Series Analysis and Forecasting, Predictive Modeling, Regression Analysis, Microsoft Excel, Forecasting, Pivot Tables And Charts, Data Transformation, Data Cleansing, Statistical Methods, Business Analytics",5.0,23,Curated
Business,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,HEC Paris,Course,Intermediate,1 - 4 Weeks,"Investment Management, Portfolio Management, Investments, Asset Management, Financial Market, Finance, Risk Management, Financial Regulation, Performance Analysis, Risk Analysis, Microsoft Excel",4.5,2600,Curated
Data Science,Applied Text Mining in Python,University of Michigan,Course,Intermediate,1 - 4 Weeks,"Text Mining, Natural Language Processing, Data Processing, Unstructured Data, Feature Engineering, Data Manipulation, Data Cleansing, Python Programming, Unsupervised Learning, Machine Learning Algorithms, Supervised Learning",4.6,116,Curated
Data Science,Overview of Data Visualization,Coursera Project Network,Guided Project,Beginner,Less Than 2 Hours,"Data Presentation, Data Synthesis, Data Storytelling, Data Visualization Software, Google Sheets, Graphing",4.2,324,Curated
Business,Career Success,"University of California, Irvine",Specialization,Beginner,3 - 6 Months,"Time Management, Business Writing, Goal Setting, Negotiation, Cash Management, Business Planning, Planning, Project Controls, Feasibility Studies, Delegation Skills, Peer Review, Team Leadership, Business Correspondence, Creative Problem-Solving, Problem Solving, Professional Networking, Financial Analysis, Communication Strategies, Communication, Emotional Intelligence",4.7,8300,Curated
Data Science,"Foundations: Data, Data, Everywhere",Google,Course,Beginner,1 - 4 Weeks,"Data Ethics, Data Analysis, Analytics, Data-Driven Decision-Making, Google Sheets, Business Analytics, Spreadsheet Software, Analytical Skills, Data Sharing, Data Cleansing, Data Processing, Data Strategy, Data Visualization Software, SQL",4.8,112000,Curated
Data Science,Analyze Data in a Model Car Database with MySQL Workbench,Coursera Project Network,Guided Project,Intermediate,Less Than 2 Hours,"MySQL Workbench, Data-Driven Decision-Making, Exploratory Data Analysis, MySQL, Business Analytics, Data Analysis, SQL, Analytical Skills, Database Management, Technical Communication, Relational Databases",4.5,6,Curated
Computer Science,Data Structures,University of California San Diego,Course,Intermediate,1 - 3 Months,"Data Structures, Algorithms, Data Storage, Programming Principles, Graph Theory, Computer Programming, C++ (Programming Language), Java, Theoretical Computer Science, Debugging",4.5,280,Curated
Computer Science,Single Page Web Applications with AngularJS,Johns Hopkins University,Course,Intermediate,1 - 3 Months,"JavaScript Frameworks, Unit Testing, Ajax, Cloud Applications, Web Applications, Front-End Web Development, Javascript, Model View Controller, Software Architecture, UI Components",4.7,1000,Curated
Computer Science,Programming Fundamentals in Kotlin,Meta,Course,Beginner,1 - 4 Weeks,"Kotlin, Object Oriented Programming (OOP), Programming Principles, Android Development, Data Structures, Computer Programming, Mobile Development, Debugging",3.7,17,Curated
Business,Excel Modeling for Professionals: Best Practices & Pitfalls,Erasmus University Rotterdam,Course,Intermediate,1 - 4 Weeks,"Global Marketing, International Finance, Intercultural Competence, Organizational Structure, Business, Small Business Accounting, Business Management, Market Analysis, Economics, Workforce Management, Cultural Diversity, Entrepreneurship, Market Dynamics",4.1,88,Curated
